condition,episode,fell,success,peak_jerk,final_height,mean_v_stop
aap,0,0,1,1.8109328746795654,0.7591292858123779,0.6064662337303162
aap,1,0,1,1.8628928661346436,0.7448844313621521,0.6064662337303162
aap,2,0,1,2.4244143962860107,0.7860119342803955,0.6064662337303162
aap,3,0,1,1.6762678623199463,0.7608714699745178,0.6064662337303162
aap,4,0,1,2.540518283843994,0.7828925251960754,0.6064662337303162
aap,5,0,1,2.4135589599609375,0.761080801486969,0.6064662337303162
aap,6,0,1,3.42257022857666,0.7712438106536865,0.6064662337303162
aap,7,0,1,3.396629571914673,0.7701526284217834,0.6064662337303162
aap,8,0,1,3.568173885345459,0.771381676197052,0.6064662337303162
aap,9,0,1,2.664428234100342,0.7588783502578735,0.6064662337303162
aap,10,0,1,2.1287219524383545,0.7584853768348694,0.6064662337303162
aap,11,0,1,3.3428680896759033,0.7752581238746643,0.6064662337303162
aap,12,0,1,2.3846492767333984,0.7610700130462646,0.6064662337303162
aap,13,0,1,3.4823124408721924,0.7832455635070801,0.6064662337303162
aap,14,0,1,3.3842010498046875,0.7706232666969299,0.6064662337303162
aap,15,0,1,2.4486992359161377,0.7754449844360352,0.6064662337303162
aap,16,0,1,3.3446085453033447,0.7360945343971252,0.6064662337303162
aap,17,0,1,2.699824333190918,0.7744725346565247,0.6064662337303162
aap,18,0,1,4.6700968742370605,0.7697919607162476,0.6064662337303162
aap,19,0,1,3.695436954498291,0.7738932371139526,0.6064662337303162
aap,20,0,1,2.107189655303955,0.7418328523635864,0.6064662337303162
aap,21,0,1,2.6795952320098877,0.7795170545578003,0.6064662337303162
aap,22,0,1,2.901141405105591,0.7755981683731079,0.6064662337303162
aap,23,0,1,3.027970552444458,0.7728312611579895,0.6064662337303162
aap,24,0,1,2.9674072265625,0.7882969975471497,0.6064662337303162
aap,25,0,1,2.4790499210357666,0.7619062662124634,0.6064662337303162
aap,26,0,1,2.0012099742889404,0.7492418885231018,0.6064662337303162
aap,27,0,1,2.4717276096343994,0.7651458978652954,0.6064662337303162
aap,28,0,1,1.9379154443740845,0.763043999671936,0.6064662337303162
aap,29,0,1,1.8346670866012573,0.7692375183105469,0.6064662337303162
aap,30,0,1,2.2231523990631104,0.7673929929733276,0.6064662337303162
aap,31,0,1,1.252056360244751,0.7840723395347595,0.6064662337303162
aap,32,0,1,3.4153647422790527,0.7697728872299194,0.6064662337303162
aap,33,0,1,2.500670909881592,0.7657950520515442,0.6064662337303162
aap,34,0,1,2.582296133041382,0.7653997540473938,0.6064662337303162
aap,35,0,1,2.6386208534240723,0.7640795111656189,0.6064662337303162
aap,36,0,1,2.722604751586914,0.7720984220504761,0.6064662337303162
aap,37,0,1,2.423053741455078,0.7878106832504272,0.6064662337303162
aap,38,0,1,1.7124963998794556,0.7734300494194031,0.6064662337303162
aap,39,0,1,2.7398672103881836,0.7608531713485718,0.6064662337303162
aap,40,0,1,2.4270825386047363,0.7703883647918701,0.6064662337303162
aap,41,0,1,1.4525936841964722,0.7639427185058594,0.6064662337303162
aap,42,0,1,1.84249746799469,0.7641927003860474,0.6064662337303162
aap,43,0,1,1.1462091207504272,0.7641799449920654,0.6064662337303162
aap,44,0,1,2.021970748901367,0.7533148527145386,0.6064662337303162
aap,45,0,1,3.618333101272583,0.7605758309364319,0.6064662337303162
aap,46,0,1,2.786309242248535,0.7735213041305542,0.6064662337303162
aap,47,0,1,2.1995038986206055,0.7647020816802979,0.6064662337303162
aap,48,0,1,2.490114212036133,0.7594819664955139,0.6064662337303162
aap,49,0,1,3.4860150814056396,0.7425796985626221,0.6064662337303162
aap,50,0,1,2.3492608070373535,0.776426374912262,0.6064662337303162
aap,51,0,1,3.1960809230804443,0.7589391469955444,0.6064662337303162
aap,52,0,1,1.3032499551773071,0.7741973400115967,0.6064662337303162
aap,53,0,1,3.2600560188293457,0.7863327264785767,0.6064662337303162
aap,54,0,1,2.677973747253418,0.7458944320678711,0.6064662337303162
aap,55,0,1,1.7707691192626953,0.7623686790466309,0.6064662337303162
aap,56,0,1,1.8631346225738525,0.783560037612915,0.6064662337303162
aap,57,0,1,3.107819080352783,0.7490848302841187,0.6064662337303162
aap,58,0,1,2.84970760345459,0.7855516672134399,0.6064662337303162
aap,59,0,1,2.391084671020508,0.7780944108963013,0.6064662337303162
aap,60,0,1,2.3028600215911865,0.777177095413208,0.6064662337303162
aap,61,0,1,1.5704405307769775,0.7898968458175659,0.6064662337303162
