step,fell_so_far,height,tilt_rad,action_norm,action_rate_raw,dev_legs_hip,dev_waist,dev_arms,rew_track_lin_vel_xy,rew_track_ang_vel_z,rew_alive,rew_base_linear_velocity,rew_base_angular_velocity,rew_joint_vel,rew_joint_acc,rew_action_rate,rew_dof_pos_limits,rew_energy,rew_joint_deviation_arms,rew_joint_deviation_waists,rew_joint_deviation_legs,rew_flat_orientation_l2,rew_base_height,rew_feet_slide,rew_undesired_contacts
0,0,0.7674575448036194,0.12822234630584717,3.7049357891082764,0.0,0.04543155059218407,0.05026821792125702,0.8296872973442078,0.04231578856706619,0.0020913234911859035,0.5,-0.058662157505750656,-0.05668998882174492,-0.28542560338974,-0.011451654136180878,-0.6863274574279785,-0.0,-0.006715334951877594,-0.1244530901312828,-0.05026821792125702,-0.04543155059218407,-0.13080842792987823,-0.0018877495313063264,-0.044318560510873795,-0.0
1,0,0.7681435942649841,0.11915505677461624,5.95455265045166,6.810279846191406,0.05002501979470253,0.04524484649300575,0.8162024021148682,0.054613854736089706,0.34084346890449524,0.5,-0.06348816305398941,-0.056838758289813995,-0.21589162945747375,-0.029491975903511047,-0.34051400423049927,-0.0,-0.009108563885092735,-0.12243036180734634,-0.04524484649300575,-0.05002501979470253,-0.11304716765880585,-0.0016868842067196965,-0.0388692207634449,-0.0
2,0,0.7702696323394775,0.10684161633253098,5.960161209106445,1.007204532623291,0.058936480432748795,0.0759701058268547,0.9151495695114136,0.09422508627176285,0.09866361320018768,0.5,-0.10383093357086182,-0.06912712007761002,-0.0960284173488617,-0.0420554056763649,-0.05036022514104843,-0.0,-0.008261210285127163,-0.137272447347641,-0.0759701058268547,-0.058936480432748795,-0.09097447246313095,-0.0011361539363861084,-0.061810202896595,-0.0
3,0,0.7734048366546631,0.09549370408058167,5.452178955078125,1.0188806056976318,0.07363606244325638,0.1161750927567482,0.9400424957275391,0.1197362095117569,0.002974905539304018,0.5,-0.122709259390831,-0.0760292187333107,-0.09418514370918274,-0.06480129808187485,-0.05094403028488159,-0.0,-0.007300817407667637,-0.14100638031959534,-0.1161750853061676,-0.07363606244325638,-0.0727311447262764,-0.000521949608810246,-0.07719501852989197,-0.0
4,0,0.7760391235351562,0.08094357699155807,5.031190872192383,1.1034644842147827,0.08895445615053177,0.13173969089984894,0.9522348642349243,0.0973517894744873,2.964679333672393e-05,0.5,-0.055708371102809906,-0.09779605269432068,-0.11919496953487396,-0.00371152488514781,-0.055173225700855255,-0.0,-0.0039118449203670025,-0.14283522963523865,-0.13173969089984894,-0.08895445615053177,-0.05230007320642471,-0.000188259786227718,-0.05428189039230347,-0.0
5,0,0.7773599624633789,0.06711708009243011,4.121932029724121,2.87038516998291,0.0941145047545433,0.12012453377246857,0.8957317471504211,0.06488199532032013,0.00024161720648407936,0.5,-0.01547288428992033,-0.09141551703214645,-0.1830645650625229,-0.0062925019301474094,-0.14351926743984222,-0.0,-0.003724301466718316,-0.13435974717140198,-0.12012453377246857,-0.09411449730396271,-0.035983212292194366,-8.363576489500701e-05,-0.04398864507675171,-0.0
6,0,0.7767879962921143,0.04922095686197281,3.5969176292419434,4.339113235473633,0.11432385444641113,0.10639242827892303,0.9180158972740173,0.03485136106610298,0.4891027808189392,0.5,-0.0022356996778398752,-0.21716253459453583,-0.2979232966899872,-0.014684822410345078,-0.21695566177368164,-0.0,-0.008165095932781696,-0.13770239055156708,-0.10639242827892303,-0.11432385444641113,-0.01936640404164791,-0.00012380140833556652,-0.046070683747529984,-0.0
7,0,0.7725515961647034,0.021199902519583702,3.984259843826294,2.586979866027832,0.14054451882839203,0.12252476811408997,0.982282280921936,0.008169623091816902,2.24542964133434e-05,0.5,-0.14916352927684784,-0.512950599193573,-0.27361342310905457,-0.025211617350578308,-0.1293489933013916,-0.0,-0.008848202414810658,-0.14734235405921936,-0.12252476066350937,-0.14054451882839203,-0.0035949083976447582,-0.0006657395279034972,-0.0,-0.0
8,0,0.7661673426628113,0.027449045330286026,3.943523645401001,1.0237714052200317,0.18791571259498596,0.1139569878578186,1.107590675354004,0.024795252829790115,0.7486320734024048,0.5,-0.0004913682350888848,-0.6289190649986267,-0.437681645154953,-3.220057964324951,-0.05118856951594353,-0.0,-0.008540249429643154,-0.16613860428333282,-0.1139569878578186,-0.18791569769382477,-0.006025660317391157,-0.002296099439263344,-0.1170235127210617,-0.0
9,0,0.7661706209182739,0.011830187402665615,4.968786239624023,3.0578675270080566,0.11314192414283752,0.05643110349774361,1.112619400024414,0.2182295024394989,0.0011593798408284783,0.5,-0.003936769440770149,-0.003071677638217807,-0.10580888390541077,-0.022422591224312782,-0.15289337933063507,-0.0,-0.007422144524753094,-0.1668929159641266,-0.05643110349774361,-0.11314192414283752,-0.0011192846577614546,-0.0022950111888349056,-0.037338949739933014,-0.0
