step,fell_so_far,height,tilt_rad,action_norm,action_rate_raw,dev_legs_hip,dev_waist,dev_arms,rew_track_lin_vel_xy,rew_track_ang_vel_z,rew_alive,rew_base_linear_velocity,rew_base_angular_velocity,rew_joint_vel,rew_joint_acc,rew_action_rate,rew_dof_pos_limits,rew_energy,rew_joint_deviation_arms,rew_joint_deviation_waists,rew_joint_deviation_legs,rew_flat_orientation_l2,rew_base_height,rew_feet_slide,rew_undesired_contacts
0,0,0.7604738473892212,0.08630761504173279,3.351095676422119,0.0,0.24599376320838928,0.04717644304037094,1.0076873302459717,0.0006913182442076504,0.7499757409095764,0.5,-0.0507715679705143,-0.035709865391254425,-0.17260634899139404,-0.1429414302110672,-0.5614921450614929,-0.0,-0.005229238886386156,-0.1511530876159668,-0.04717644304037094,-0.2459937483072281,-0.05944390967488289,-0.004575234372168779,-0.6675079464912415,-0.0
1,0,0.7573961615562439,0.08483048528432846,3.923259735107422,0.9559187889099121,0.211196631193161,0.08225984871387482,0.8934845328330994,0.0005451306351460516,0.08097309619188309,0.5,-0.004587178118526936,-0.07541606575250626,-0.11646950244903564,-0.021208683028817177,-0.047795940190553665,-0.0,-0.004350597970187664,-0.13402268290519714,-0.08225984871387482,-0.211196631193161,-0.0574318990111351,-0.006131186615675688,-0.17624792456626892,-0.0
2,0,0.7567036747932434,0.07987724244594574,4.5233564376831055,1.1105942726135254,0.1911526322364807,0.114484503865242,0.9734208583831787,0.0006074063712731004,0.00814276747405529,0.5,-0.007805021479725838,-0.058719929307699203,-0.044492173939943314,-0.009965202771127224,-0.05552971363067627,-0.0,-0.0033218322787433863,-0.14601314067840576,-0.114484503865242,-0.1911526322364807,-0.0509348064661026,-0.00651260931044817,-0.3580133318901062,-0.0
3,0,0.7570914626121521,0.08670292794704437,5.154622554779053,1.12196946144104,0.17108264565467834,0.13744965195655823,1.0753917694091797,0.002142595825716853,0.031870994716882706,0.5,-0.022026807069778442,-0.1306026130914688,-0.03332296758890152,-0.003563999431207776,-0.05609847232699394,-0.0,-0.0034329837653785944,-0.16130876541137695,-0.13744965195655823,-0.17108264565467834,-0.05998867750167847,-0.006297596730291843,-0.5517609119415283,-0.0
4,0,0.7574110627174377,0.10350538045167923,5.317033290863037,0.3420955240726471,0.14122717082500458,0.14241817593574524,1.1351876258850098,0.008512116968631744,0.09764568507671356,0.5,-0.02428135648369789,-0.16022847592830658,-0.03434784710407257,-0.002766641788184643,-0.017104776576161385,-0.0,-0.002811918966472149,-0.1702781468629837,-0.14241817593574524,-0.14122717082500458,-0.08540154993534088,-0.006123104598373175,-0.0017884287517517805,-0.0
5,0,0.7571387887001038,0.12459708005189896,4.893370628356934,0.7498265504837036,0.14081577956676483,0.12785455584526062,1.1555562019348145,0.023561343550682068,0.04739091172814369,0.5,-0.01954701356589794,-0.17932452261447906,-0.04621688276529312,-0.0020711126271635294,-0.0374913290143013,-0.0,-0.002400526311248541,-0.17333342134952545,-0.12785454094409943,-0.14081577956676483,-0.12355411797761917,-0.006271603982895613,-0.6666749715805054,-0.0
6,0,0.7563564777374268,0.14720241725444794,4.391313552856445,1.0502384901046753,0.15936404466629028,0.11667031794786453,1.1455405950546265,0.02860591933131218,0.0002521945280022919,0.5,-0.023712245747447014,-0.1601572483778,-0.047298502177000046,-0.002617819234728813,-0.052511923015117645,-0.0,-0.0014242248144000769,-0.17183110117912292,-0.11667031794786453,-0.15936404466629028,-0.17209988832473755,-0.006708177737891674,-0.5436589121818542,-0.0
7,0,0.7553746104240417,0.17209284007549286,4.137669563293457,0.7968282699584961,0.1545492708683014,0.11324740946292877,1.0972877740859985,0.024287788197398186,1.5166776279329497e-08,0.5,-0.0402577742934227,-0.18131889402866364,-0.04709213227033615,-0.003257639007642865,-0.039841413497924805,-0.0,-0.0013955766335129738,-0.1645931750535965,-0.11324740201234818,-0.1545492708683014,-0.23459754884243011,-0.007276900578290224,-0.3198024332523346,-0.0
8,0,0.754534900188446,0.2006615698337555,4.022211074829102,0.5347843170166016,0.14143671095371246,0.10500003397464752,1.041177749633789,0.018352672457695007,2.846162416858533e-09,0.5,-0.0786323994398117,-0.2430592179298401,-0.039186276495456696,-0.00722113624215126,-0.0267392136156559,-0.0,-0.0012336010113358498,-0.15617667138576508,-0.10500003397464752,-0.14143671095371246,-0.31782016158103943,-0.007781637366861105,-0.14254939556121826,-0.0
9,0,0.7537459135055542,0.2391836941242218,3.9994542598724365,0.43331485986709595,0.1274999976158142,0.09599185734987259,1.049851655960083,0.029388107359409332,2.647737574079656e-06,0.5,-0.11451749503612518,-0.4696519076824188,-0.03538144752383232,-0.002884277841076255,-0.021665742620825768,-0.0,-0.001310008461587131,-0.1574777513742447,-0.09599185734987259,-0.1274999976158142,-0.449009507894516,-0.00827130675315857,-0.12179931253194809,-0.0
10,0,0.7526994943618774,0.29045602679252625,4.047845840454102,0.7765688896179199,0.10747174918651581,0.08796674013137817,1.0516726970672607,0.06597992032766342,0.00021523369650822133,0.5,-0.14273370802402496,-0.7870996594429016,-0.0530068464577198,-0.0023696748539805412,-0.03882844001054764,-0.0,-0.0017102716956287622,-0.1577509045600891,-0.08796674013137817,-0.10747174918651581,-0.6561503410339355,-0.008943791501224041,-0.10231946408748627,-0.0
11,0,0.7506608366966248,0.36156338453292847,4.377486228942871,1.5544593334197998,0.0939020961523056,0.07186479866504669,1.1085532903671265,0.16954141855239868,0.013571778312325478,0.5,-0.12302996218204498,-1.4013581275939941,-0.10632282495498657,-0.01999094896018505,-0.07772296667098999,-0.0,-0.0023916179779917,-0.16628298163414001,-0.07186479866504669,-0.0939020961523056,-1.0010385513305664,-0.010329417884349823,-0.08708404749631882,-0.0
12,0,0.746710479259491,0.4538053274154663,5.059393882751465,1.7231206893920898,0.09417415410280228,0.05001590773463249,1.2233984470367432,0.3593648672103882,0.2280820906162262,0.5,-0.08317623287439346,-2.2020366191864014,-0.16495758295059204,-0.006468502338975668,-0.08615602552890778,-0.0,-0.003628496080636978,-0.18350976705551147,-0.050015904009342194,-0.09417415410280228,-1.5374782085418701,-0.013298283331096172,-0.08727503567934036,-0.0
13,0,0.7402629852294922,0.5648781061172485,6.000647068023682,1.6259368658065796,0.09903859347105026,0.023022456094622612,1.3837422132492065,0.6106879711151123,0.5795071125030518,0.5,-0.042232487350702286,-3.0174615383148193,-0.22772249579429626,-0.0092957504093647,-0.08129684627056122,-0.0,-0.004400121513754129,-0.20756134390830994,-0.023022456094622612,-0.09903858602046967,-2.2924792766571045,-0.01894833706319332,-0.20519450306892395,-0.0
14,0,0.7311895489692688,0.6816551089286804,6.900949954986572,1.208409070968628,0.09849303215742111,0.011109071783721447,1.5782241821289062,0.7287302613258362,0.7295140027999878,0.5,-0.01784689538180828,-3.0271832942962646,-0.2685558497905731,-0.011022149585187435,-0.060420453548431396,-0.0,-0.004037085454910994,-0.23673363029956818,-0.011109071783721447,-0.09849303215742111,-3.175997734069824,-0.028589487075805664,-0.05592956021428108,-0.0
15,1,0.7194784879684448,0.78941810131073,7.775928020477295,1.0787562131881714,0.09231999516487122,0.01959095522761345,1.823901891708374,0.642077624797821,0.6382823586463928,0.5,-0.010782289318740368,-2.381112813949585,-0.2957143187522888,-0.010389856062829494,-0.05393780767917633,-0.0,-0.003835206851363182,-0.2735852599143982,-0.01959095522761345,-0.09231999516487122,-4.032158851623535,-0.04395420104265213,-0.0,-0.0
16,1,0.7800840139389038,0.05837985500693321,8.474705696105957,0.7823275923728943,0.11629264056682587,0.050593551248311996,0.36586689949035645,0.40636834502220154,0.7132643461227417,0.0,-0.022471826523542404,-1.6959484815597534,-0.2878302335739136,-0.01032844465225935,-0.039116378873586655,-0.0,-0.002520928392186761,-0.3168977200984955,-0.05949245020747185,-0.11193892359733582,-4.764477252960205,-0.06752680242061615,-0.0,-0.0
