episode,fell,success,fall_step,steps_survived,init_height,min_height,final_height
187,0,1,-1,300,0.782249927520752,0.76233971118927,0.7658264636993408
188,0,1,-1,300,0.7705420851707458,0.7505865097045898,0.7631180286407471
189,0,1,-1,300,0.7477717399597168,0.7477717399597168,0.7745375633239746
190,0,1,-1,300,0.7491371631622314,0.7356506586074829,0.7825115919113159
191,0,1,-1,300,0.7779543995857239,0.7649308443069458,0.769757866859436
192,0,1,-1,300,0.7875077724456787,0.7536548376083374,0.7694976329803467
193,0,1,-1,300,0.7210322618484497,0.7092328071594238,0.7384363412857056
194,0,1,-1,300,0.7647822499275208,0.7615175247192383,0.7615175247192383
195,0,1,-1,300,0.7890873551368713,0.7129760384559631,0.7608861923217773
196,1,0,10,12,0.7498865127563477,0.7491087317466736,0.7740071415901184
197,1,0,10,12,0.7545093894004822,0.7459318041801453,0.7740761041641235
198,0,1,-1,300,0.7772437930107117,0.7603504061698914,0.7603504061698914
199,0,1,-1,300,0.7687133550643921,0.7451270222663879,0.7451270222663879
