condition,episode,fell,success,peak_jerk,final_height,mean_v_stop
always_l2,0,1,0,5.816022872924805,0.800000011920929,0.4001041054725647
always_l2,1,0,1,1.202182412147522,0.7837862968444824,0.39145439863204956
always_l2,2,0,1,1.3120059967041016,0.7644423842430115,0.39145439863204956
always_l2,3,0,1,1.3225035667419434,0.7876846790313721,0.39145439863204956
always_l2,4,0,1,1.2170594930648804,0.7837930917739868,0.39145439863204956
always_l2,5,0,1,1.380804419517517,0.7703973054885864,0.39145439863204956
always_l2,6,0,1,1.035821795463562,0.7722021341323853,0.39145439863204956
always_l2,7,0,1,0.8805656433105469,0.7749909162521362,0.39145439863204956
always_l2,8,0,1,0.6745439767837524,0.7809140682220459,0.39145439863204956
always_l2,9,0,1,1.072947382926941,0.7889557480812073,0.39145439863204956
always_l2,10,0,1,1.05423104763031,0.7822948694229126,0.39145439863204956
always_l2,11,0,1,1.496605396270752,0.7825961112976074,0.39145439863204956
always_l2,12,0,1,0.7771928310394287,0.7839081883430481,0.39145439863204956
always_l2,13,0,1,0.9588791131973267,0.7884249091148376,0.39145439863204956
always_l2,14,0,1,0.7028617858886719,0.7866447567939758,0.39145439863204956
always_l2,15,0,1,1.7475121021270752,0.7848936915397644,0.39145439863204956
always_l2,16,0,1,0.5451346635818481,0.7622018456459045,0.39145439863204956
always_l2,17,0,1,1.0391955375671387,0.7581813931465149,0.39145439863204956
always_l2,18,0,1,1.6881307363510132,0.7822579741477966,0.39145439863204956
always_l2,19,0,1,1.3199247121810913,0.7759227752685547,0.39145439863204956
always_l2,20,0,1,0.8590570092201233,0.7820225954055786,0.39145439863204956
always_l2,21,0,1,0.8805278539657593,0.7781408429145813,0.39145439863204956
always_l2,22,0,1,1.400396466255188,0.7368422746658325,0.39145439863204956
always_l2,23,0,1,1.0022755861282349,0.7754601836204529,0.39145439863204956
always_l2,24,0,1,0.8692533373832703,0.7789338827133179,0.39145439863204956
always_l2,25,0,1,1.4414154291152954,0.7859940528869629,0.39145439863204956
always_l2,26,0,1,0.4499109089374542,0.7723272442817688,0.39145439863204956
always_l2,27,0,1,0.5485137701034546,0.7821274399757385,0.39145439863204956
always_l2,28,0,1,1.111598014831543,0.7559235692024231,0.39145439863204956
always_l2,29,0,1,0.5229026079177856,0.7467833757400513,0.39145439863204956
always_l2,30,0,1,1.138472318649292,0.7704476118087769,0.39145439863204956
always_l2,31,0,1,1.0622363090515137,0.7587687373161316,0.39145439863204956
always_l2,32,0,1,0.9356174468994141,0.7693572044372559,0.39145439863204956
always_l2,33,0,1,0.5860868692398071,0.7817705869674683,0.39145439863204956
always_l2,34,0,1,0.8235329985618591,0.7546236515045166,0.39145439863204956
always_l2,35,0,1,0.9634150862693787,0.7732624411582947,0.39145439863204956
always_l2,36,0,1,0.5655278563499451,0.7382791042327881,0.39145439863204956
always_l2,37,0,1,0.516773521900177,0.7724738121032715,0.39145439863204956
always_l2,38,0,1,1.588719129562378,0.7829581499099731,0.39145439863204956
always_l2,39,0,1,1.1487375497817993,0.7552925944328308,0.39145439863204956
always_l2,40,0,1,1.3612290620803833,0.7720953822135925,0.39145439863204956
always_l2,41,0,1,0.8791024088859558,0.7647417783737183,0.39145439863204956
always_l2,42,0,1,0.9022581577301025,0.778443455696106,0.39145439863204956
always_l2,43,0,1,0.6782439947128296,0.782455563545227,0.39145439863204956
always_l2,44,0,1,1.2518848180770874,0.7688760757446289,0.39145439863204956
always_l2,45,0,1,1.2205759286880493,0.7811021208763123,0.39145439863204956
always_l2,46,0,1,0.9815843105316162,0.7782099843025208,0.39145439863204956
always_l2,47,0,1,1.04244863986969,0.7656090259552002,0.39145439863204956
always_l2,48,0,1,0.8931870460510254,0.7892095446586609,0.39145439863204956
always_l2,49,0,1,0.7850717306137085,0.7804887890815735,0.39145439863204956
always_l2,50,0,1,0.9818307161331177,0.7704676389694214,0.39145439863204956
always_l2,51,0,1,1.2758384943008423,0.7274049520492554,0.39145439863204956
always_l2,52,0,1,1.2007458209991455,0.7653719782829285,0.39145439863204956
always_l2,53,0,1,0.918294370174408,0.7762347459793091,0.39145439863204956
always_l2,54,0,1,1.2098573446273804,0.7784422636032104,0.39145439863204956
always_l2,55,0,1,1.0584406852722168,0.7665340304374695,0.39145439863204956
always_l2,56,0,1,1.3930087089538574,0.7639850974082947,0.39145439863204956
always_l2,57,0,1,0.8527647256851196,0.7602992057800293,0.39145439863204956
always_l2,58,0,1,1.215599536895752,0.7894585132598877,0.39145439863204956
always_l2,59,0,1,0.5825159549713135,0.7860873341560364,0.39145439863204956
always_l2,60,0,1,0.5429519414901733,0.7419807314872742,0.39145439863204956
always_l2,61,0,1,1.6122678518295288,0.7575418949127197,0.39145439863204956
always_l2,62,0,1,1.244499921798706,0.7548598051071167,0.39145439863204956
always_l2,63,0,1,1.0462695360183716,0.7736852169036865,0.39145439863204956
always_l2,64,0,1,0.4344589114189148,0.7859534621238708,0.3590075969696045
always_l2,65,0,1,0.40179237723350525,0.7873998880386353,0.34726178646087646
always_l2,66,0,1,0.43264156579971313,0.7568004131317139,0.34726178646087646
always_l2,67,0,1,0.3539520502090454,0.7847251296043396,0.34726178646087646
always_l2,68,0,1,0.491884708404541,0.7835419178009033,0.34726178646087646
always_l2,69,0,1,0.5028231143951416,0.7773252725601196,0.34726178646087646
always_l2,70,0,1,0.41267505288124084,0.7760522365570068,0.34726178646087646
always_l2,71,0,1,0.7174327373504639,0.7616082429885864,0.34726178646087646
always_l2,72,0,1,0.4275970160961151,0.781978964805603,0.34726178646087646
always_l2,73,0,1,0.36475488543510437,0.7873125076293945,0.34726178646087646
always_l2,74,0,1,0.44711804389953613,0.7739333510398865,0.34726178646087646
always_l2,75,0,1,0.7596850395202637,0.7793108224868774,0.34726178646087646
always_l2,76,0,1,0.6999885439872742,0.7819758653640747,0.34726178646087646
always_l2,77,0,1,0.33891358971595764,0.777288556098938,0.34726178646087646
always_l2,78,0,1,0.5008706450462341,0.7837074995040894,0.34726178646087646
always_l2,79,0,1,0.5827524662017822,0.7727684378623962,0.34726178646087646
always_l2,80,0,1,0.5004401803016663,0.7766488194465637,0.34726178646087646
always_l2,81,0,1,0.5012114644050598,0.7829459309577942,0.34726178646087646
always_l2,82,0,1,0.39497798681259155,0.7492644190788269,0.34726178646087646
always_l2,83,0,1,0.4231627285480499,0.7801737189292908,0.34726178646087646
always_l2,84,0,1,0.33184900879859924,0.7788514494895935,0.34726178646087646
always_l2,85,0,1,0.5551126003265381,0.7529869079589844,0.34726178646087646
always_l2,86,0,1,0.4393202066421509,0.7741760015487671,0.34726178646087646
always_l2,87,0,1,0.5147614479064941,0.7263492345809937,0.34726178646087646
always_l2,88,0,1,0.3026350438594818,0.7744608521461487,0.34726178646087646
always_l2,89,0,1,0.3260970115661621,0.7876008152961731,0.34726178646087646
always_l2,90,0,1,0.47060757875442505,0.7698572874069214,0.34726178646087646
always_l2,91,0,1,0.43745219707489014,0.7722854018211365,0.34726178646087646
always_l2,92,0,1,0.6245629191398621,0.7845052480697632,0.34726178646087646
always_l2,93,0,1,0.4412768483161926,0.7568492889404297,0.34726178646087646
always_l2,94,0,1,0.602534294128418,0.7706869840621948,0.34726178646087646
always_l2,95,0,1,0.49072328209877014,0.7425025701522827,0.34726178646087646
always_l2,96,0,1,0.3520601689815521,0.766841471195221,0.34726178646087646
always_l2,97,0,1,0.3092687427997589,0.780970573425293,0.34726178646087646
always_l2,98,0,1,0.6841589212417603,0.7868584394454956,0.34726178646087646
always_l2,99,0,1,0.33314046263694763,0.7720962762832642,0.34726178646087646
hard_switch,0,1,0,2.259687662124634,0.800000011920929,0.452814519405365
hard_switch,1,1,0,2.2911794185638428,0.800000011920929,0.452814519405365
