episode,fell,success,fall_step,steps_survived,init_height,min_height,final_height
30,0,1,-1,300,0.7532555460929871,0.7235706448554993,0.7235706448554993
31,0,1,-1,300,0.7593732476234436,0.7579207420349121,0.7679641842842102
32,0,1,-1,300,0.7586959600448608,0.7586959600448608,0.7711745500564575
33,0,1,-1,300,0.7735443711280823,0.747414231300354,0.7822078466415405
34,0,1,-1,300,0.7943602800369263,0.7629456520080566,0.7763826251029968
35,0,1,-1,300,0.7894308567047119,0.7443978786468506,0.7443978786468506
36,0,1,-1,300,0.7840115427970886,0.7611664533615112,0.7764362692832947
37,0,1,-1,300,0.748834490776062,0.7479623556137085,0.7479623556137085
38,0,1,-1,300,0.7432731986045837,0.7432731986045837,0.7650546431541443
39,0,1,-1,300,0.7692192196846008,0.7540349364280701,0.7697716951370239
40,0,1,-1,300,0.7797285914421082,0.7478621602058411,0.7672639489173889
41,0,1,-1,300,0.7868726849555969,0.7259915471076965,0.7259915471076965
42,0,1,-1,300,0.7745485901832581,0.7320244908332825,0.7320244908332825
43,0,1,-1,300,0.7527350187301636,0.7527350187301636,0.7792816758155823
44,0,1,-1,300,0.7589569091796875,0.7375209927558899,0.7880595326423645
45,0,1,-1,300,0.7679974436759949,0.6924278736114502,0.6924278736114502
46,0,1,-1,300,0.7570470571517944,0.7570470571517944,0.7669190764427185
47,0,1,-1,300,0.7694076299667358,0.7540101408958435,0.7682342529296875
48,0,1,-1,300,0.7726490497589111,0.7638229727745056,0.7713992595672607
49,0,1,-1,300,0.7753891944885254,0.7676197290420532,0.7783452272415161
50,0,1,-1,300,0.7675424814224243,0.7650926113128662,0.7849396467208862
51,0,1,-1,300,0.7832105755805969,0.7300783395767212,0.7854172587394714
52,0,1,-1,300,0.7687418460845947,0.7057839035987854,0.7270391583442688
53,0,1,-1,300,0.7711475491523743,0.7657395601272583,0.7923712730407715
54,0,1,-1,300,0.7676444053649902,0.7589264512062073,0.7721200585365295
55,0,1,-1,300,0.7560735940933228,0.7560735940933228,0.7626532316207886
56,0,1,-1,300,0.7775161266326904,0.7493400573730469,0.7493400573730469
57,0,1,-1,300,0.7759680151939392,0.7214650511741638,0.7743555903434753
58,0,1,-1,300,0.7598639726638794,0.7598639726638794,0.7670186161994934
59,0,1,-1,300,0.7743963003158569,0.766818642616272,0.766818642616272
60,0,1,-1,300,0.7448067665100098,0.732883870601654,0.7725717425346375
61,0,1,-1,300,0.7756969332695007,0.7635923624038696,0.7793558835983276
62,0,1,-1,300,0.7802842855453491,0.7381099462509155,0.7644052505493164
63,0,1,-1,300,0.7814221978187561,0.7304889559745789,0.785881757736206
64,0,1,-1,300,0.7657284736633301,0.7648536562919617,0.7665623426437378
65,0,1,-1,300,0.7524465322494507,0.7438119053840637,0.762077808380127
66,0,1,-1,300,0.7775773406028748,0.7273399829864502,0.7273399829864502
67,0,1,-1,300,0.7911645770072937,0.7686339616775513,0.7819050550460815
68,0,1,-1,300,0.7511959075927734,0.7501816749572754,0.7632014155387878
69,0,1,-1,300,0.7785318493843079,0.7715273499488831,0.7879920601844788
70,0,1,-1,300,0.7899674773216248,0.7151244282722473,0.7495163083076477
71,1,0,8,10,0.7235706448554993,0.6960625052452087,0.7767693996429443
72,0,1,-1,10,0.7682342529296875,0.6742721199989319,0.7744733691215515
73,1,0,9,11,0.7479623556137085,0.700245201587677,0.7731231451034546
74,0,1,-1,300,0.7800900340080261,0.7420312762260437,0.7606992125511169
75,0,1,-1,300,0.7754230499267578,0.762497067451477,0.762497067451477
76,0,1,-1,300,0.759504497051239,0.756363034248352,0.7680555582046509
77,0,1,-1,300,0.7758622169494629,0.7716230154037476,0.7805941104888916
78,0,1,-1,300,0.7654143571853638,0.7654143571853638,0.7767643928527832
79,1,0,11,14,0.7743555903434753,0.7395262718200684,0.7643658518791199
80,0,1,-1,300,0.7731277346611023,0.7513790130615234,0.7513790130615234
81,0,1,-1,300,0.7744930982589722,0.7485597133636475,0.7776224613189697
82,1,0,13,15,0.7320244908332825,0.7069830298423767,0.7516536116600037
83,1,0,16,18,0.7694987058639526,0.7539824843406677,0.7767114639282227
84,0,1,-1,300,0.7751795053482056,0.6119639873504639,0.6119639873504639
85,0,1,-1,300,0.7817535996437073,0.7675482630729675,0.7675482630729675
86,0,1,-1,300,0.7516213655471802,0.7516213655471802,0.7689026594161987
87,1,0,13,15,0.7495163083076477,0.72855144739151,0.764585018157959
88,0,1,-1,300,0.7697454690933228,0.7600905299186707,0.7767648100852966
89,1,0,11,13,0.7680555582046509,0.666435956954956,0.7591435313224792
90,1,0,6,8,0.6119639873504639,0.6119639873504639,0.7954901456832886
91,1,0,12,14,0.7516536116600037,0.7319111824035645,0.7661752104759216
92,1,0,27,30,0.7270391583442688,0.7270391583442688,0.7646306157112122
93,1,0,15,17,0.7776224613189697,0.753995418548584,0.753995418548584
94,0,1,-1,300,0.7507426142692566,0.7507426142692566,0.7545995712280273
95,1,0,11,13,0.753995418548584,0.7480136156082153,0.7730286717414856
96,0,1,-1,300,0.7891992926597595,0.7616597414016724,0.7616597414016724
97,0,1,-1,300,0.7835050225257874,0.7573785781860352,0.780258059501648
98,1,0,29,32,0.780258059501648,0.7549687027931213,0.7590792179107666
99,1,0,11,13,0.7590792179107666,0.7233595848083496,0.7436555027961731
100,0,1,-1,300,0.7696709632873535,0.7442360520362854,0.7442360520362854
101,0,1,-1,300,0.7721893191337585,0.7603831887245178,0.771820068359375
102,0,1,-1,300,0.7560575604438782,0.7355448007583618,0.7870244383811951
103,0,1,-1,300,0.776253879070282,0.7741124033927917,0.775370180606842
104,0,1,-1,300,0.7776626944541931,0.7733611464500427,0.7774748206138611
105,0,1,-1,300,0.7552779316902161,0.7539769411087036,0.7689235210418701
106,0,1,-1,300,0.7753032445907593,0.7635385990142822,0.7666195034980774
107,0,1,-1,300,0.7567395567893982,0.7427874803543091,0.7506920695304871
108,0,1,-1,300,0.7679641842842102,0.7398398518562317,0.7783530354499817
109,0,1,-1,300,0.7711745500564575,0.7186346650123596,0.7847925424575806
110,0,1,-1,300,0.7822078466415405,0.767561137676239,0.767561137676239
111,0,1,-1,300,0.7763826251029968,0.7581613063812256,0.7606030702590942
112,0,1,-1,300,0.7443978786468506,0.7443978786468506,0.7712486982345581
113,0,1,-1,300,0.7764362692832947,0.7543723583221436,0.770033061504364
114,0,1,-1,300,0.7650546431541443,0.7650546431541443,0.7741093635559082
115,0,1,-1,300,0.7697716951370239,0.7556843757629395,0.7717922329902649
116,0,1,-1,300,0.7672639489173889,0.7672639489173889,0.7714752554893494
117,0,1,-1,300,0.7259915471076965,0.7259915471076965,0.7684476971626282
118,0,1,-1,300,0.7792816758155823,0.7614577412605286,0.7614577412605286
119,0,1,-1,300,0.7880595326423645,0.745522677898407,0.745522677898407
120,0,1,-1,300,0.6924278736114502,0.6924278736114502,0.7793519496917725
121,0,1,-1,300,0.7669190764427185,0.7669190764427185,0.7780033946037292
122,0,1,-1,300,0.7713992595672607,0.7399908304214478,0.771466076374054
123,0,1,-1,300,0.7783452272415161,0.7745410203933716,0.7745410203933716
124,0,1,-1,300,0.7849396467208862,0.7474570274353027,0.7474570274353027
125,0,1,-1,300,0.7854172587394714,0.7310231924057007,0.758315920829773
126,0,1,-1,300,0.7923712730407715,0.7668040990829468,0.7668040990829468
127,0,1,-1,300,0.7721200585365295,0.7612001299858093,0.7634541392326355
128,0,1,-1,300,0.7626532316207886,0.7592861652374268,0.7728558778762817
129,0,1,-1,300,0.7493400573730469,0.7373955845832825,0.7373955845832825
130,0,1,-1,300,0.7670186161994934,0.7670186161994934,0.7743420004844666
131,0,1,-1,300,0.766818642616272,0.7566455006599426,0.7720810174942017
132,0,1,-1,300,0.7725717425346375,0.7625174522399902,0.7676116824150085
133,0,1,-1,300,0.7793558835983276,0.7466719150543213,0.7511148452758789
134,0,1,-1,300,0.7644052505493164,0.728169322013855,0.7561196088790894
135,0,1,-1,300,0.785881757736206,0.783259391784668,0.7892957925796509
136,0,1,-1,300,0.7665623426437378,0.7665623426437378,0.7893146872520447
137,0,1,-1,300,0.762077808380127,0.762077808380127,0.7768495082855225
138,0,1,-1,300,0.7273399829864502,0.7273399829864502,0.78111732006073
139,0,1,-1,300,0.7819050550460815,0.7714843153953552,0.7714843153953552
140,0,1,-1,300,0.7632014155387878,0.7527848482131958,0.7527848482131958
141,0,1,-1,300,0.7879920601844788,0.7278262972831726,0.7278262972831726
142,0,1,-1,9,0.7511148452758789,0.7297430038452148,0.7612800598144531
143,0,1,-1,300,0.7767693996429443,0.7595774531364441,0.7821158170700073
144,0,1,-1,300,0.7744733691215515,0.7573673725128174,0.7573673725128174
145,1,0,8,10,0.7373955845832825,0.7171977758407593,0.7257441878318787
146,1,0,8,10,0.7278262972831726,0.7278262972831726,0.7681426405906677
147,0,1,-1,300,0.7731231451034546,0.7644307613372803,0.7644307613372803
148,0,1,-1,300,0.7606992125511169,0.7606992125511169,0.7801284193992615
149,1,0,10,12,0.7793519496917725,0.7085006833076477,0.7155178189277649
150,0,1,-1,300,0.762497067451477,0.7585654854774475,0.7713012099266052
151,0,1,-1,300,0.7805941104888916,0.768520176410675,0.7752485275268555
152,1,0,11,13,0.7668040990829468,0.7571923136711121,0.7812116146087646
153,0,1,-1,300,0.7767643928527832,0.7650341391563416,0.7779886722564697
154,0,1,-1,300,0.7643658518791199,0.7596332430839539,0.7765664458274841
155,0,1,-1,300,0.7513790130615234,0.7281341552734375,0.771411120891571
156,0,1,-1,300,0.7767114639282227,0.7435845732688904,0.7844337224960327
157,0,1,-1,300,0.7675482630729675,0.7672492265701294,0.7747673392295837
158,1,0,16,18,0.7606030702590942,0.7606030702590942,0.7776046991348267
159,0,1,-1,300,0.7689026594161987,0.7523385286331177,0.7595199346542358
160,0,1,-1,300,0.764585018157959,0.755151093006134,0.7668577432632446
161,1,0,13,15,0.7612800598144531,0.7309072017669678,0.7753804922103882
162,0,1,-1,300,0.7767648100852966,0.7471626996994019,0.7839112877845764
163,1,0,13,15,0.7821158170700073,0.7070448398590088,0.781601071357727
164,1,0,11,13,0.7713012099266052,0.6495904922485352,0.7763413190841675
165,0,1,-1,300,0.7591435313224792,0.7583991289138794,0.7760623693466187
166,0,1,-1,300,0.7954901456832886,0.7251148819923401,0.7683881521224976
167,1,0,13,15,0.7752485275268555,0.7180248498916626,0.783394992351532
168,0,1,-1,300,0.7661752104759216,0.7540540099143982,0.7625219821929932
169,0,1,-1,300,0.7646306157112122,0.7610379457473755,0.7758201360702515
170,1,0,10,12,0.7625219821929932,0.715153694152832,0.715153694152832
171,0,1,-1,300,0.7545995712280273,0.7499911785125732,0.7779543995857239
172,0,1,-1,300,0.7730286717414856,0.7667560577392578,0.7667560577392578
173,0,1,-1,300,0.7616597414016724,0.7241646647453308,0.7767816781997681
174,1,0,18,20,0.7758201360702515,0.7614896297454834,0.7744476795196533
175,1,0,8,10,0.715153694152832,0.645649254322052,0.7505175471305847
176,0,1,-1,300,0.7436555027961731,0.7436555027961731,0.7537001371383667
177,1,0,12,14,0.7537001371383667,0.734140157699585,0.7790466547012329
178,0,1,-1,300,0.7442360520362854,0.7442360520362854,0.7486009001731873
179,0,1,-1,300,0.771820068359375,0.7616610527038574,0.7652437090873718
180,0,1,-1,300,0.7870244383811951,0.7273403406143188,0.7659667134284973
181,0,1,-1,300,0.775370180606842,0.7650164365768433,0.7936299443244934
182,0,1,-1,300,0.7774748206138611,0.7558326721191406,0.7795436978340149
183,0,1,-1,300,0.7689235210418701,0.7489813566207886,0.7489813566207886
184,0,1,-1,300,0.7666195034980774,0.761923611164093,0.7758382558822632
185,0,1,-1,300,0.7506920695304871,0.7506920695304871,0.7654396891593933
186,0,1,-1,300,0.7783530354499817,0.7597314119338989,0.7708092927932739
187,0,1,-1,300,0.7847925424575806,0.7629985213279724,0.7629985213279724
188,0,1,-1,300,0.767561137676239,0.7530513405799866,0.7770926356315613
189,0,1,-1,300,0.7712486982345581,0.7682361006736755,0.7724012136459351
190,0,1,-1,300,0.770033061504364,0.7663036584854126,0.7874448895454407
191,0,1,-1,300,0.7741093635559082,0.7741093635559082,0.7982017993927002
192,0,1,-1,300,0.7717922329902649,0.7618198394775391,0.7679247856140137
193,0,1,-1,300,0.7714752554893494,0.74208664894104,0.7520980834960938
194,0,1,-1,300,0.7684476971626282,0.7555463314056396,0.7680855989456177
195,0,1,-1,300,0.7614577412605286,0.7482600212097168,0.7688894867897034
196,0,1,-1,300,0.745522677898407,0.7414977550506592,0.7818711400032043
197,0,1,-1,300,0.7780033946037292,0.7661135792732239,0.7661135792732239
198,0,1,-1,300,0.771466076374054,0.7538877725601196,0.7709422707557678
199,0,1,-1,300,0.7745410203933716,0.7620316743850708,0.7620316743850708
