step,fell_so_far,height,tilt_rad,action_norm,action_rate_raw,dev_legs_hip,dev_waist,dev_arms,rew_track_lin_vel_xy,rew_track_ang_vel_z,rew_alive,rew_base_linear_velocity,rew_base_angular_velocity,rew_joint_vel,rew_joint_acc,rew_action_rate,rew_dof_pos_limits,rew_energy,rew_joint_deviation_arms,rew_joint_deviation_waists,rew_joint_deviation_legs,rew_flat_orientation_l2,rew_base_height,rew_feet_slide,rew_undesired_contacts
0,0,0.7508758902549744,0.17309896647930145,2.3987505435943604,0.0,0.10272091627120972,0.1374916285276413,0.5339860320091248,0.030738364905118942,0.7371066808700562,0.5,-0.07304268330335617,-0.02946612611413002,-0.29754385352134705,-0.008875861763954163,-1.1508009433746338,-0.0,-0.005390028469264507,-0.08009790629148483,-0.1374916285276413,-0.10272090882062912,-0.23732122778892517,-0.010178545489907265,-0.005084941629320383,-0.0
1,0,0.7523455023765564,0.17015549540519714,3.009061336517334,1.0664196014404297,0.0957229882478714,0.13935478031635284,0.4435885548591614,0.05731012672185898,0.7110404968261719,0.5,-0.026285290718078613,-0.021703368052840233,-0.09077902883291245,-0.02086341194808483,-0.21328392624855042,-0.0,-0.004176771268248558,-0.06653828918933868,-0.13935478031635284,-0.0957229882478714,-0.22939610481262207,-0.009177235886454582,-0.016359496861696243,-0.0
2,0,0.7527666091918945,0.17158252000808716,3.508859395980835,0.7405741810798645,0.07190157473087311,0.14107204973697662,0.5057752132415771,0.09668601304292679,0.7013272643089294,0.5,-0.022477559745311737,-0.07489050924777985,-0.03429057076573372,-0.007035353220999241,-0.14811484515666962,-0.0,-0.002438944997265935,-0.07586628198623657,-0.14107204973697662,-0.07190157473087311,-0.23322196304798126,-0.008899872191250324,-0.02254793979227543,-0.0
3,0,0.7532006502151489,0.1809338629245758,3.9715042114257812,0.5756542086601257,0.09341712296009064,0.1270972192287445,0.5369452238082886,0.1147545874118805,0.686915397644043,0.5,-0.037113968282938004,-0.09298348426818848,-0.036637209355831146,-0.0014592482475563884,-0.11513084173202515,-0.0,-0.002270548138767481,-0.08054178953170776,-0.1270972192287445,-0.09341712296009064,-0.2590511441230774,-0.00861844327300787,-0.02302287518978119,-0.0
4,0,0.754169225692749,0.19232213497161865,4.216158390045166,0.3473217189311981,0.12428577244281769,0.11806885898113251,0.5304986834526062,0.1075591892004013,0.7274577617645264,0.5,-0.0642867311835289,-0.10269317775964737,-0.034875039011240005,-0.001308440463617444,-0.06946434825658798,-0.0,-0.0024153946433216333,-0.07957480847835541,-0.11806885898113251,-0.12428576499223709,-0.29227185249328613,-0.008006729185581207,-0.024789627641439438,-0.0
5,0,0.7557109594345093,0.2029246985912323,4.547666072845459,0.7212007641792297,0.1412600874900818,0.11866943538188934,0.5087499022483826,0.10188998281955719,0.7166953086853027,0.5,-0.09384036809206009,-0.12283199280500412,-0.04163840785622597,-0.00142340746242553,-0.14424015581607819,-0.0,-0.0024731887970119715,-0.07631248980760574,-0.11866943538188934,-0.1412600874900818,-0.3249307870864868,-0.007079473230987787,-0.02334635518491268,-0.0
6,0,0.7573356032371521,0.21389561891555786,4.8535542488098145,0.314889132976532,0.14731371402740479,0.12327626347541809,0.563945472240448,0.1141677126288414,0.7499436140060425,0.5,-0.10568806529045105,-0.17755763232707977,-0.037292394787073135,-0.0021185411605983973,-0.06297782808542252,-0.0,-0.00232424633577466,-0.0845918208360672,-0.1232762560248375,-0.1473136991262436,-0.36046239733695984,-0.006164082791656256,-0.02703588642179966,-0.0
7,0,0.7585651874542236,0.22828105092048645,5.1492180824279785,0.3093293309211731,0.14884278178215027,0.12224182486534119,0.6827971339225769,0.14968189597129822,0.5490666031837463,0.5,-0.10009533911943436,-0.25491437315940857,-0.03089497983455658,-0.0017377764452248812,-0.06186586618423462,-0.0,-0.0016683056019246578,-0.10241957753896713,-0.12224182486534119,-0.14884278178215027,-0.4097062647342682,-0.0055133989080786705,-0.019786734133958817,-0.0
8,0,0.7590528726577759,0.25018641352653503,5.5557661056518555,0.41990911960601807,0.1397750973701477,0.11889247596263885,0.7570644617080688,0.22202080488204956,0.2817381024360657,0.5,-0.08405359089374542,-0.3914758563041687,-0.025379307568073273,-0.0032417646143585443,-0.08398182690143585,-0.0,-0.001404682407155633,-0.11355966329574585,-0.11889247596263885,-0.1397750973701477,-0.4903850257396698,-0.0052653709426522255,-0.0021830887999385595,-0.0
9,0,0.7584286332130432,0.28648000955581665,6.178772926330566,0.7826755046844482,0.1503717005252838,0.1150854080915451,0.8052287101745605,0.39147600531578064,0.0069298394955694675,0.5,-0.05552765727043152,-0.6791918277740479,-0.032498568296432495,-0.011593992821872234,-0.1565351039171219,-0.0,-0.0022552243899554014,-0.12078430503606796,-0.1150854080915451,-0.15037168562412262,-0.638800323009491,-0.0055838716216385365,-0.02765749581158161,-0.0
10,0,0.7565934062004089,0.334585964679718,6.687424182891846,0.7483140230178833,0.17180189490318298,0.12208046019077301,0.8791342973709106,0.6176549196243286,0.0006252909079194069,0.5,-0.027584154158830643,-0.9062204360961914,-0.058470264077186584,-0.0022383034229278564,-0.1496628075838089,-0.0,-0.0026225955225527287,-0.13187013566493988,-0.12208045274019241,-0.17180189490318298,-0.862657368183136,-0.0065744067542254925,-0.06205860897898674,-0.0
11,0,0.7534958124160767,0.3986128568649292,7.32401704788208,0.9198203086853027,0.1821879744529724,0.14373227953910828,0.9988316297531128,0.9157111644744873,0.00010959021165035665,0.5,-0.009277928620576859,-1.4311147928237915,-0.11603377014398575,-0.0031420502346009016,-0.1839640587568283,-0.0,-0.0032201092690229416,-0.14982475340366364,-0.14373227953910828,-0.18218795955181122,-1.2052230834960938,-0.008429644629359245,-0.07402738928794861,-0.0
12,0,0.7494639158248901,0.476951003074646,7.616939067840576,0.5224862098693848,0.20981210470199585,0.17300660908222198,1.1307439804077148,1.110216736793518,0.0014021681854501367,0.5,-0.003726548980921507,-1.7694573402404785,-0.1462763398885727,-0.005536185577511787,-0.10449724644422531,-0.0,-0.003476523794233799,-0.1696115881204605,-0.17300660908222198,-0.20981210470199585,-1.685981035232544,-0.011189408600330353,-0.08155840635299683,-0.0
13,0,0.7447799444198608,0.5666286945343018,8.01545524597168,0.5706136226654053,0.2603115439414978,0.19765353202819824,1.2870148420333862,1.291629672050476,0.00861196406185627,0.5,-0.0027220025658607483,-2.0989270210266113,-0.16732025146484375,-0.006581382360309362,-0.11412271857261658,-0.0,-0.004467731341719627,-0.1930522322654724,-0.19765351712703705,-0.2603115141391754,-2.305154800415039,-0.014885403215885162,-0.07931913435459137,-0.0
14,0,0.7396335005760193,0.6639620661735535,8.596183776855469,0.8185126781463623,0.331845223903656,0.2118944525718689,1.4583592414855957,1.408875823020935,0.13576509058475494,0.5,-0.006905014626681805,-2.294983148574829,-0.17434364557266235,-0.007338599301874638,-0.16370253264904022,-0.09161606431007385,-0.006238835398107767,-0.2187538892030716,-0.2118944376707077,-0.331845223903656,-3.0380334854125977,-0.019553422927856445,-0.08649653941392899,-0.0
15,1,0.7339953780174255,0.7670321464538574,9.186426162719727,0.7283501625061035,0.4268760085105896,0.2202153205871582,1.6801576614379883,1.3106820583343506,0.6709154844284058,0.5,-0.021695738658308983,-2.5239875316619873,-0.18271806836128235,-0.0074627152644097805,-0.14567004144191742,-0.13090118765830994,-0.007986203767359257,-0.2520236670970917,-0.2202153205871582,-0.4268759787082672,-3.853104591369629,-0.02539706975221634,-0.09673532843589783,-0.0
16,1,0.7800840139389038,0.05837985500693321,9.538973808288574,0.5232754945755005,0.11629264056682587,0.050593551248311996,0.36586689949035645,0.8778462409973145,0.531083881855011,0.0,-0.06854397058486938,-2.4200000762939453,-0.1761496365070343,-0.007980721071362495,-0.10465510189533234,-0.13090208172798157,-0.009340206161141396,-0.281590074300766,-0.2160220593214035,-0.5421720147132874,-4.665544033050537,-0.03249397128820419,-0.10762705653905869,-0.0
17,1,0.7770555019378662,0.03639943525195122,1.8848457336425781,81.69886016845703,0.16362223029136658,0.07592425495386124,0.3456514775753021,0.578056812286377,0.644737958908081,0.5,-0.05274979770183563,-0.3907068073749542,-0.09771420061588287,-0.6955129504203796,-0.7105287313461304,-0.0,-0.0017001096857711673,-0.05184772238135338,-0.07592424750328064,-0.16362223029136658,-0.010595040395855904,-0.00010403880150988698,-0.2776026129722595,-0.0
18,1,0.7761290669441223,0.020341821014881134,1.7377887964248657,0.738804817199707,0.16938534379005432,0.0491488054394722,0.2892843186855316,0.5092178583145142,0.6661710739135742,0.5,-0.002023952780291438,-0.10069010406732559,-0.03294048830866814,-0.006367248483002186,-0.14776097238063812,-0.0,-0.001754614058881998,-0.04339265078306198,-0.0491488017141819,-0.16938534379005432,-0.003310325788334012,-0.00017980681150220335,-0.016009220853447914,-0.0
19,1,0.7768200635910034,0.010945617221295834,2.3032922744750977,2.323460102081299,0.16118857264518738,0.025116290897130966,0.2950248122215271,0.6610064506530762,0.7432298064231873,0.5,-0.012465173378586769,-0.006466537714004517,-0.043864116072654724,-0.004531220067292452,-0.46469202637672424,-0.0,-0.0019833557307720184,-0.044253721833229065,-0.025116290897130966,-0.16118857264518738,-0.0009586119558662176,-0.00012134177086409181,-0.003411525161936879,-0.0
20,1,0.7780916690826416,0.012391268275678158,2.61862850189209,0.6417368650436401,0.13143882155418396,0.027243442833423615,0.3224174380302429,0.7871941924095154,0.5137280225753784,0.5,-0.016287069767713547,-0.021646549925208092,-0.04497251659631729,-0.003999636042863131,-0.12834738194942474,-0.0,-0.001839743577875197,-0.0483626164495945,-0.027243440970778465,-0.13143882155418396,-0.0012280200608074665,-4.369940870674327e-05,-0.0018120219465345144,-0.0
21,1,0.7792191505432129,0.0205081719905138,2.8674895763397217,0.45052993297576904,0.08651673048734665,0.04918994754552841,0.38637980818748474,0.8908747434616089,0.7109389901161194,0.5,-0.00986125972121954,-0.0312887541949749,-0.037094756960868835,-0.0029368458781391382,-0.09010598808526993,-0.0,-0.0011902836849913,-0.05795697122812271,-0.04918994382023811,-0.08651673048734665,-0.003364402800798416,-7.316174560401123e-06,-0.014441671781241894,-0.0
22,1,0.7797670364379883,0.029204174876213074,2.8456296920776367,0.19045594334602356,0.05124136433005333,0.06374391913414001,0.45346322655677795,0.9460098743438721,0.7490262985229492,0.5,-0.0025130396243184805,-0.020420175045728683,-0.03565894439816475,-0.001909540151245892,-0.03809119015932083,-0.0,-0.0011981124989688396,-0.06801948696374893,-0.06374391913414001,-0.05124136060476303,-0.006820672657340765,-6.511043011414586e-07,-0.03229479119181633,-0.0
23,1,0.7796297073364258,0.032760005444288254,3.0279834270477295,0.3316945731639862,0.10345061123371124,0.07866401225328445,0.5390061140060425,0.9241313934326172,0.7466652989387512,0.5,-0.0001269330532522872,-0.009402478113770485,-0.03777650371193886,-0.0016447899397462606,-0.0663389191031456,-0.0,-0.0014488146407529712,-0.08085092157125473,-0.07866401225328445,-0.10345061123371124,-0.008582618087530136,-1.6451455167043605e-06,-0.025373976677656174,-0.0
