step,fell_so_far,height,tilt_rad,action_norm,action_rate_raw,dev_legs_hip,dev_waist,dev_arms,rew_track_lin_vel_xy,rew_track_ang_vel_z,rew_alive,rew_base_linear_velocity,rew_base_angular_velocity,rew_joint_vel,rew_joint_acc,rew_action_rate,rew_dof_pos_limits,rew_energy,rew_joint_deviation_arms,rew_joint_deviation_waists,rew_joint_deviation_legs,rew_flat_orientation_l2,rew_base_height,rew_feet_slide,rew_undesired_contacts
0,0,0.7599475979804993,0.04007001966238022,1.966227412223816,0.0,0.10029147565364838,0.06449954211711884,0.4592708349227905,1.0033502578735352,0.7495392560958862,0.5,-0.014642544090747833,-0.1960010528564453,-0.22112959623336792,-0.05641278624534607,-0.7732100486755371,-0.0,-0.002202044939622283,-0.06889063119888306,-0.06449954211711884,-0.10029147565364838,-0.012838082388043404,-0.004825172014534473,-0.03582313656806946,-0.0
1,0,0.7616027593612671,0.05143190920352936,1.9635790586471558,2.5991768836975098,0.0995713621377945,0.07246445119380951,0.40752220153808594,1.1464099884033203,0.6500184535980225,0.5,-0.018395712599158287,-0.006659424398094416,-0.021352607756853104,-0.004239729605615139,-0.5198354125022888,-0.0,-0.0009714973857626319,-0.06112832948565483,-0.07246445119380951,-0.0995713621377945,-0.02114318124949932,-0.004061488434672356,-0.0024639880284667015,-0.0
2,0,0.7631793022155762,0.04707982391119003,2.4297568798065186,0.7393184900283813,0.0990934818983078,0.06458857655525208,0.41452938318252563,1.2440036535263062,0.7392272353172302,0.5,-0.009778144769370556,-0.015454864129424095,-0.016368921846151352,-0.001664492767304182,-0.1478637009859085,-0.0,-0.0007819617167115211,-0.062179408967494965,-0.06458857655525208,-0.0990934818983078,-0.01771928369998932,-0.003395219100639224,-0.009575679898262024,-0.0
3,0,0.763907253742218,0.040020886808633804,2.7606008052825928,0.4710146486759186,0.09639880806207657,0.09345149993896484,0.4216323494911194,1.3286192417144775,0.727178692817688,0.5,-0.0011920514516532421,-0.013772333040833473,-0.023366481065750122,-0.001798725686967373,-0.094202920794487,-0.0,-0.0007150257006287575,-0.06324484944343567,-0.09345149993896484,-0.09639880806207657,-0.012806445360183716,-0.003107707016170025,-0.0011569103226065636,-0.0
4,0,0.7640351057052612,0.03573828563094139,2.827552080154419,0.21683081984519958,0.09053761512041092,0.10835452377796173,0.43955662846565247,1.3637139797210693,0.7153435349464417,0.5,-0.0003675705229397863,-0.008034108206629753,-0.018783053383231163,-0.0009955851128324866,-0.04336616396903992,-0.0,-0.0009622611105442047,-0.06593349575996399,-0.10835452377796173,-0.09053760766983032,-0.010212981142103672,-0.003058523405343294,-0.0012559120077639818,-0.0
5,0,0.7640787363052368,0.037356484681367874,2.246659278869629,0.7225390672683716,0.08234560489654541,0.10478879511356354,0.4429272413253784,1.3424935340881348,0.744538426399231,0.5,-3.2174928492167965e-05,-0.001049467595294118,-0.021624945104122162,-0.0012419043341651559,-0.14450781047344208,-0.0,-0.0005824348190799356,-0.06643909215927124,-0.10478879511356354,-0.08234560489654541,-0.011158646084368229,-0.003041828516870737,-0.0014737443998456001,-0.0
6,0,0.7646129727363586,0.03795495629310608,1.9168308973312378,0.45221859216690063,0.07971760630607605,0.08799391984939575,0.4364353120326996,1.4213485717773438,0.7481662631034851,0.5,-0.005195637233555317,-0.015227070078253746,-0.018260307610034943,-0.004562294110655785,-0.09044372290372849,-0.0,-0.0005224720807746053,-0.0654653012752533,-0.08799391984939575,-0.07971760630607605,-0.011518950574100018,-0.0028411168605089188,-0.005971105769276619,-0.0
7,0,0.765663743019104,0.03938266262412071,1.8024195432662964,0.21809543669223785,0.07918013632297516,0.0790863186120987,0.42122116684913635,1.4304028749465942,0.6943414211273193,0.5,-0.00893334299325943,-0.004453831352293491,-0.012247037142515182,-0.0007630425971001387,-0.04361908510327339,-0.0,-0.0005759214400313795,-0.06318318098783493,-0.0790863186120987,-0.07918013632297516,-0.012401706539094448,-0.002466329373419285,-0.0013886748347431421,-0.0
8,0,0.7669991254806519,0.04013691842556,1.6826410293579102,0.18580055236816406,0.07908650487661362,0.07389453798532486,0.395035982131958,1.410593867301941,0.7235715389251709,0.5,-0.012248827144503593,-0.0001241033460246399,-0.010243566706776619,-0.0005645223427563906,-0.03716010972857475,-0.0,-0.000669856381136924,-0.05925539880990982,-0.07389453798532486,-0.07908650487661362,-0.012880481779575348,-0.002028263872489333,-0.001717488863505423,-0.0
9,0,0.7684380412101746,0.03931448236107826,1.704185962677002,0.14773021638393402,0.07887939363718033,0.07285919040441513,0.4107930064201355,1.3918676376342773,0.744907796382904,0.5,-0.011478407308459282,-0.0007448430988006294,-0.009083419106900692,-0.0005294754519127309,-0.029546042904257774,-0.0,-0.0006647567497566342,-0.061618950217962265,-0.07285919040441513,-0.07887938618659973,-0.012358589097857475,-0.0016041387571021914,-0.002480100840330124,-0.0
10,0,0.7696728706359863,0.03717250004410744,1.6976486444473267,0.05352841317653656,0.07860726118087769,0.07120411843061447,0.4262657165527344,1.4023419618606567,0.7163846492767334,0.5,-0.006827871315181255,-0.0026288661174476147,-0.007611163891851902,-0.00032551828189752996,-0.010705682449042797,-0.0,-0.0005396085907705128,-0.06393985450267792,-0.07120411843061447,-0.07860726118087769,-0.011049690656363964,-0.0012797880917787552,-0.003334350883960724,-0.0
11,0,0.7706167697906494,0.035069774836301804,1.6525460481643677,0.04716649278998375,0.07833640277385712,0.0669250637292862,0.4387086033821106,1.4164164066314697,0.7185101509094238,0.5,-0.004522656090557575,-0.0020990227349102497,-0.005709104705601931,-0.0003165072703268379,-0.009433298371732235,-0.0,-0.00046598512562923133,-0.06580629199743271,-0.0669250637292862,-0.07833640277385712,-0.009835374541580677,-0.0010565336560830474,-0.0021889854688197374,-0.0
12,0,0.7714211344718933,0.03359376639127731,1.6071091890335083,0.03373471647500992,0.07817234843969345,0.057889293879270554,0.4563342332839966,1.427760362625122,0.732551097869873,0.5,-0.004059387370944023,-0.0018096916610375047,-0.0043613300658762455,-0.0002892672782763839,-0.006746943108737469,-0.0,-0.000474621047032997,-0.06845013797283173,-0.057889293879270554,-0.07817234843969345,-0.009024686180055141,-0.0008831573068164289,-0.0019630235619843006,-0.0
13,0,0.7721517086029053,0.03165874630212784,1.5820481777191162,0.029867220669984818,0.07804371416568756,0.05236438661813736,0.4501803517341614,1.4322679042816162,0.7497034668922424,0.5,-0.003296527313068509,-0.0015481000300496817,-0.003579059848561883,-0.00024507465423084795,-0.005973443854600191,-0.0,-0.00043748924508690834,-0.06752705574035645,-0.05236438661813736,-0.07804371416568756,-0.008015708066523075,-0.0007391427643597126,-0.0018247542902827263,-0.0
