step,fell_so_far,height,tilt_rad,action_norm,action_rate_raw,dev_legs_hip,dev_waist,dev_arms,rew_track_lin_vel_xy,rew_track_ang_vel_z,rew_alive,rew_base_linear_velocity,rew_base_angular_velocity,rew_joint_vel,rew_joint_acc,rew_action_rate,rew_dof_pos_limits,rew_energy,rew_joint_deviation_arms,rew_joint_deviation_waists,rew_joint_deviation_legs,rew_flat_orientation_l2,rew_base_height,rew_feet_slide,rew_undesired_contacts
0,0,0.763788104057312,0.09858082979917526,2.181121587753296,0.0,0.10032156109809875,0.20720532536506653,1.2719172239303589,0.025410588830709457,0.6683292984962463,0.5,-0.07898715138435364,-0.6547319889068604,-1.1088266372680664,-0.06600478291511536,-0.951458215713501,-0.0,-0.015362445265054703,-0.19078759849071503,-0.20720532536506653,-0.10032155364751816,-0.07749345153570175,-0.0031538954935967922,-0.0,-0.0
1,0,0.7621344923973083,0.07375527173280716,2.8983330726623535,4.685811996459961,0.06063231825828552,0.18579071760177612,0.8059210777282715,0.030841408297419548,0.0007404424832202494,0.5,-0.05528392642736435,-0.14233975112438202,-0.42762070894241333,-0.06847896426916122,-0.9371623396873474,-0.0,-0.005953878629952669,-0.12088815867900848,-0.18579071760177612,-0.06063231825828552,-0.043439507484436035,-0.003830104134976864,-0.0,-0.0
2,0,0.7546586394309998,0.07122548669576645,3.192399263381958,0.8992310762405396,0.07147327065467834,0.12873919308185577,0.6939350366592407,0.013152538798749447,0.0068703293800354,0.5,-0.2963169813156128,-0.2582392394542694,-0.17795118689537048,-0.09583140164613724,-0.17984621226787567,-0.0,-0.004265473689883947,-0.10409025847911835,-0.12873919308185577,-0.07147327065467834,-0.04051615670323372,-0.007706197444349527,-0.02367042936384678,-0.0
3,0,0.7448228597640991,0.07441960275173187,2.6916565895080566,2.4347267150878906,0.12237393856048584,0.13528937101364136,0.7448939085006714,0.005168225150555372,0.20741477608680725,0.5,-0.16065335273742676,-0.0847635269165039,-0.14676304161548615,-1.2874681949615479,-0.48694536089897156,-0.0,-0.0036321438383311033,-0.11173408478498459,-0.13528937101364136,-0.12237393856048584,-0.044224854558706284,-0.014849149622023106,-0.34472551941871643,-4.0
4,0,0.7401911020278931,0.05134371668100357,2.7497904300689697,0.8086962103843689,0.15225397050380707,0.14528939127922058,0.7376720905303955,0.020930197089910507,0.6683069467544556,0.5,-0.031239274889230728,-0.202809140086174,-0.04666491597890854,-0.04147005081176758,-0.16173924505710602,-0.0,-0.004493324551731348,-0.11065080761909485,-0.1452893763780594,-0.15225397050380707,-0.02107084169983864,-0.019016951322555542,-0.13753119111061096,-0.0
5,0,0.7374648451805115,0.060848917812108994,3.302102565765381,1.152653694152832,0.1576482355594635,0.15079417824745178,0.6164675951004028,0.1178535670042038,0.7391261458396912,0.5,-0.00012985501962248236,-0.12138787657022476,-0.04521653428673744,-0.007935832254588604,-0.2305307388305664,-0.0,-0.004310161340981722,-0.09247013926506042,-0.15079417824745178,-0.1576482355594635,-0.029584620147943497,-0.021710842847824097,-0.0033358822111040354,-0.0
6,0,0.7368420958518982,0.0802268236875534,3.8161871433258057,0.7238938808441162,0.11023452877998352,0.12143862992525101,0.4896039068698883,0.2858671545982361,0.48655015230178833,0.5,-0.020272094756364822,-0.1356961578130722,-0.08821839094161987,-0.003712530480697751,-0.144778773188591,-0.0,-0.004919921979308128,-0.07344058901071548,-0.12143862992525101,-0.11023452877998352,-0.05138043686747551,-0.022351225838065147,-0.0022882013581693172,-0.0
7,0,0.7384172081947327,0.09752446413040161,4.080324649810791,0.2872040867805481,0.0413190983235836,0.09948734194040298,0.49883612990379333,0.42842280864715576,0.5272754430770874,0.5,-0.07928190380334854,-0.06082940846681595,-0.08030419051647186,-0.004903280176222324,-0.05744081735610962,-0.0,-0.0028245525900274515,-0.07482542097568512,-0.09948733448982239,-0.0413190983235836,-0.07584729045629501,-0.020749514922499657,-0.004865750204771757,-0.0
8,0,0.7417804002761841,0.1087106391787529,3.8955678939819336,0.22553938627243042,0.05431891977787018,0.1154315322637558,0.5518931746482849,0.49450594186782837,0.7498522996902466,0.5,-0.15699893236160278,-0.019328473135828972,-0.05444355309009552,-0.00514190923422575,-0.0451078787446022,-0.0,-0.003396083367988467,-0.08278398215770721,-0.1154315322637558,-0.05431891605257988,-0.09417212754487991,-0.017528824508190155,-0.005040087271481752,-0.0
9,0,0.7464385628700256,0.11434930562973022,3.6276590824127197,0.25729674100875854,0.1174800843000412,0.1329922080039978,0.5962260365486145,0.4669017195701599,0.7499465942382812,0.5,-0.21334199607372284,-0.0005631641834042966,-0.053902387619018555,-0.0028626827988773584,-0.05145934969186783,-0.0,-0.003856467083096504,-0.08943390846252441,-0.1329921931028366,-0.1174800768494606,-0.10415051132440567,-0.013516418635845184,-0.007004742510616779,-0.0
10,0,0.7515755891799927,0.11433050036430359,3.5649256706237793,0.3734113574028015,0.17698577046394348,0.1445489227771759,0.6103745698928833,0.377117782831192,0.7290531992912292,0.5,-0.2264137864112854,-0.004445341415703297,-0.07120192050933838,-0.002607840346172452,-0.07468227297067642,-0.0,-0.0039017144590616226,-0.09155619144439697,-0.1445489227771759,-0.17698577046394348,-0.10411696135997772,-0.009695345535874367,-0.011182041838765144,-0.0
11,0,0.7565240263938904,0.11249236017465591,3.6104111671447754,0.36580681800842285,0.23075804114341736,0.140949085354805,0.6629307270050049,0.3113970458507538,0.683716356754303,0.5,-0.20343941450119019,-0.004666221793740988,-0.0876464769244194,-0.0032985867001116276,-0.07316136360168457,-0.0,-0.003920334856957197,-0.09943961352109909,-0.140949085354805,-0.23075802624225616,-0.10081033408641815,-0.006613439414650202,-0.012994881719350815,-0.0
